Song Name,Artist,Genre
Gangnam Style (강남스타일),PSY,"k-rap,korean old school hip hop"
Higher (feat. iann dior),"Clean Bandit, iann dior","pop,uk dance,uk funky,melodic rap"
Dilemma,"Nelly, Kelly Rowland","dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,atl hip hop,dance pop,hip pop,r&b,urban contemporary"
City Low,Caramel Blue,
Sandstorm,Darude,"eurodance,finnish edm"
(Remember The Days Of The) Old Schoolyard,Yusuf / Cat Stevens,"british folk,classic rock,folk,folk rock,mellow gold,singer-songwriter"
Dreaming My Dreams with You,Colleen Hewett,
Downtown,Petula Clark,"adult standards,bubblegum pop,easy listening,folk rock,merseybeat,rock-and-roll,rockabilly"
Get Ready,The Temptations,"memphis soul,motown,soul"
Famous,Charli XCX,"art pop,candy pop,metropopolis,pop,uk pop"
I'm Too Sexy,Right Said Fred,
Bad Boys (Theme from COPS),Inner Circle,"reggae,reggae fusion"
Hate That I Love You,"Rihanna, Ne-Yo","barbadian pop,pop,urban contemporary,dance pop,pop,r&b,urban contemporary"
My Life,Billy Joel,"album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock"
Let Go,Brian Cadd,"australian americana,australian rock"
Give It 2 Me,Madonna,"dance pop,pop"
Starry Eyed,Ellie Goulding,"indietronica,metropopolis,pop,uk pop"
Live Without It,Killing Heidi,"australian alternative rock,australian rock"
Hey Jealousy,Gin Blossoms,"permanent wave,pop rock,post-grunge,tempe indie"
Scarborough Fair / Canticle,Simon & Garfunkel,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock"
When Will I Be Famous?,Bros,"new romantic,new wave pop"
Department of Youth,Alice Cooper,"album rock,classic rock,detroit rock,glam metal,glam rock,hard rock,metal,protopunk,rock"
Overkill - Acoustic Version,Colin Hay,solo wave
This Is a Call,Foo Fighters,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
It's My Life,Bon Jovi,"glam metal,rock"
Kill Em With Kindness,Selena Gomez,"pop,post-teen pop"
Sign of the Times,Harry Styles,pop
We're Going Home,Vance Joy,"folk-pop,modern rock"
Sweet Dreams,Beyoncé,"pop,r&b"
Sorry,Justin Bieber,"canadian pop,pop"
You Need To Calm Down,Taylor Swift,pop
C U When U Get There (feat. 40 thevz),"Coolio, 40 Thevz","g funk,gangster rap,hip hop,west coast rap"
She's Not There,The Zombies,"baroque pop,british invasion,classic rock,folk rock,psychedelic rock"
Church Of The Poison Mind - Remastered 2002,Culture Club,"new romantic,new wave,new wave pop,soft rock,synthpop"
If Not for You,Olivia Newton-John,"adult standards,australian dance,disco,mellow gold,soft rock"
Hoops,The Rubens,australian indie
Ghostbusters,Ray Parker Jr.,
I Love You Always Forever,Betty Who,"australian dance,dance pop,electropop,metropopolis"
Lightning Crashes,Live,"grunge,pop rock,post-grunge"
Make Me Lose Control,Eric Carmen,"mellow gold,new wave pop,soft rock,yacht rock"
Can't Let You Go (feat. Mike Shorey & Lil' Mo),"Fabolous, Mike Shorey, Lil' Mo","gangster rap,hip hop,pop rap,rap,trap,urban contemporary,contemporary r&b,hip pop,r&b,urban contemporary"
Watch Me (Whip / Nae Nae),Silentó,"chicago bop,pinoy hip hop"
Justified & Ancient,The KLF,"acid house,ambient house,big beat,hip house"
Never Again,Nickelback,"alternative metal,canadian rock,post-grunge"
When I Die,No Mercy,"boy band,eurodance"
When A Man Loves A Woman - Live,Jimmy Barnes,australian rock
Fake,"Lauv, Conan Gray","pop,bedroom pop,pop,pov: indie"
Business,Eminem,"detroit hip hop,hip hop,rap"
Closer,Travis,britpop
Eyes Without A Face,Billy Idol,"album rock,classic rock,dance rock,hard rock,new romantic,new wave,new wave pop,rock,soft rock"
Sucker,Jonas Brothers,"boy band,pop"
I Know What You Want (feat. Flipmode Squad),"Busta Rhymes, Mariah Carey, Flipmode Squad","east coast hip hop,hardcore hip hop,hip hop,pop rap,rap,dance pop,pop,urban contemporary,east coast hip hop"
Rumors - Main,Lindsay Lohan,"dance pop,post-teen pop"
Throw Your Hands Up (Dancar Kuduro) (Original Radio Edit),Qwote feat. Pitbull & Lucenzo,
Rude Boy,Rihanna,"barbadian pop,pop,urban contemporary"
"Independent Women, Pt. 1",Destiny's Child,"dance pop,girl group,pop,r&b,urban contemporary"
All Your Exes,Julia Michaels,pop
Daylight,Maroon 5,pop
Fly Me To The Moon,"Frank Sinatra, Count Basie","adult standards,easy listening,lounge,big band,harlem renaissance,jazz,jazz piano,swing,vocal jazz"
Always on My Mind,Tiki Taane,nz reggae
Hurt Somebody (With Julia Michaels),"Noah Kahan, Julia Michaels","pov: indie,singer-songwriter pop,pop"
The Shoop Shoop Song (It's In His Kiss),Cher,"dance pop,pop"
In My Head,Jason Derulo,"dance pop,pop"
She Makes My Day,Robert Palmer,"album rock,classic rock,dance rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,singer-songwriter,soft rock,yacht rock"
Secret Love Song (feat. Jason Derulo),"Little Mix, Jason Derulo","girl group,pop,talent show,uk pop,dance pop,pop"
California Girls,David Lee Roth,"album rock,classic rock,glam metal,hard rock"
Ladies Night - Single Version,Kool & The Gang,"disco,funk,motown,soul"
Fix You,Coldplay,"permanent wave,pop"
Horses,"Teddy Cream, Szabo",melbourne bounce
One Summer,Daryl Braithwaite,"australian pop,australian rock"
How Long Will I Love You - Bonus Track,Ellie Goulding,"indietronica,metropopolis,pop,uk pop"
Don't You Worry,Madasun,
Up Around The Bend,Creedence Clearwater Revival,"classic rock,country rock,rock,southern rock,swamp rock"
Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch","dance pop,pop rap,electropop"
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,"big room,dance pop,edm,pop,pop dance"
She Cried,Jay & The Americans,"bubblegum pop,classic garage rock,doo-wop,merseybeat,rock-and-roll"
"Can't Get Enough Of Your Love, Babe",Barry White,"disco,quiet storm,soul"
Women in Uniform - 1994 Remaster,Skyhooks,"australian rock,glam rock"
We Are Done,The Madden Brothers,
Jackie - Radio Edit,"BZ, Joanne",australian pop
Got to Get It,Culture Beat,"eurodance,europop,german techno,hip house"
Circle,Marques Houston,"contemporary r&b,hip pop,r&b,urban contemporary"
"Don't Cry For Me Argentina - From ""Evita""","Julie Covington, Andrew Lloyd Webber, Tim Rice","classic uk pop,broadway,west end"
It's Like That,"Run–D.M.C., Jason Nevins","east coast hip hop,golden age hip hop,hip hop,old school hip hop,queens hip hop,rap"
Ahead of Myself,Jamie Lawson,"devon indie,indie anthem-folk"
Is This How You Feel?,The Preatures,"australian indie,australian indie rock"
Crazy for You,Madonna,"dance pop,pop"
When You Were Sweet Sixteen,"The Fureys, Davey Arthur","irish country,irish folk,irish folk"
Jackson,"Nancy Sinatra, Lee Hazlewood","lounge,sunshine pop,baroque pop,classic oklahoma country,singer-songwriter"
You've Got Your Troubles - Remastered,The Fortunes,british invasion
2 Be Loved (Am I Ready),Lizzo,"escape room,minnesota hip hop,pop,trap queen"
Underneath Your Clothes,Shakira,"colombian pop,dance pop,latin pop,pop"
Sweet Jane,Garrett Kato,modern indie folk
Emotions,Mariah Carey,"dance pop,pop,urban contemporary"
Don't Be Cruel,Cheap Trick,"album rock,beatlesque,classic rock,glam metal,glam rock,hard rock,heartland rock,mellow gold,power pop,rock,soft rock"
My Love,"Route 94, Jess Glynne","house,uk dance,pop,uk pop"
You Spin Me Round (Like a Record),Dead Or Alive,"hi-nrg,new romantic,new wave pop,synthpop"
Higher,"Sigma, Labrinth","dancefloor dnb,house,pop dance,uk dance,indie poptimism,pop"
Baby I'm A Queen,Sofi Tukker,edm
Just Dance,"Lady Gaga, Colby O'Donis","art pop,dance pop,pop"
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,"r&b,soul"
If I Could,1927,australian rock
You'll Never Find Another Love Like Mine,Lou Rawls,"classic soul,disco,motown,philly soul,quiet storm,soul,soul blues"
Love Potion No. 9,The Clovers,"doo-wop,rhythm and blues,rock-and-roll"
No One Else Comes Close,Joe,"contemporary r&b,r&b,urban contemporary"
The One That You Love,Air Supply,soft rock
Have You Ever Seen The Rain?,Creedence Clearwater Revival,"classic rock,country rock,rock,southern rock,swamp rock"
Come Out and Play,The Offspring,"alternative metal,permanent wave,post-grunge,punk,rock,skate punk,socal pop punk"
X-Files Theme (Skitz Radio Mix),"Triple X, Nick Skitz",remix product
Over Now (with The Weeknd),"Calvin Harris, The Weeknd","dance pop,edm,electro house,house,pop,progressive house,uk dance,canadian contemporary r&b,canadian pop,pop"
Cream,Prince,"funk,funk rock,minneapolis sound,rock,synth funk"
If I Let You Go - Radio Edit,Westlife,boy band
I Gotta Feeling,Black Eyed Peas,"dance pop,pop,pop rap"
More Than A Woman,Bee Gees,"disco,mellow gold,soft rock"
Babooshka,Kate Bush,"art pop,art rock,baroque pop,new wave pop,permanent wave,piano rock,singer-songwriter"
Dancing With The Devil,Demi Lovato,"pop,post-teen pop"
Tomorrow,Silverchair,"alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge"
Kissing a Fool - Remastered,George Michael,new wave pop
Girlfriend,Avril Lavigne,"canadian pop,candy pop,pop"
You Belong To Me,The Duprees,doo-wop
How Can We Be Lovers,Michael Bolton,soft rock
I Love This Life,Kim Cesarion,"swedish pop,swedish soul"
Lay All Your Love On Me,Erasure,"new romantic,new wave,new wave pop,synthpop"
Most Girls,P!nk,"dance pop,pop"
Green Light,Lorde,"art pop,metropopolis,nz pop,pop"
A Little Bit (Double M’s Radio Edit),Pandora,
Fred Astaire,San Cisco,"australian indie,fremantle indie,metropopolis,perth indie"
Counting The Beat,The Swingers,"australian rock,classic nz pop,kiwi rock"
Say Something (feat. Chris Stapleton),"Justin Timberlake, Chris Stapleton","dance pop,pop,contemporary country,outlaw country"
Fast Car,Tracy Chapman,"folk,lilith,singer-songwriter,women's music"
Rock That Body,Black Eyed Peas,"dance pop,pop,pop rap"
Losing Friends over Love,Eskimo Joe,"australian alternative rock,australian rock,perth indie"
Jet Lag (feat. Natasha Bedingfield),"Simple Plan, Natasha Bedingfield","canadian pop punk,canadian punk,canadian rock,modern rock,neon pop punk,pop punk,dance pop,pop,post-teen pop"
Mirrors,Justin Timberlake,"dance pop,pop"
Foundations - Edit,Kate Nash,"anti-folk,piano rock"
Do It Like That,Ricki-Lee,"australian dance,australian pop,australian talent show"
Golden Brown,The Stranglers,"glam rock,new romantic,new wave,new wave pop,protopunk,pub rock,zolo"
Runnin' (Dying To Live),"2Pac, The Notorious B.I.G.","g funk,gangster rap,hip hop,rap,west coast rap,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap"
Where Did All the Love Go?,Kasabian,"britpop,garage rock,leicester indie,modern rock,rock"
We R Who We R,Kesha,"dance pop,pop"
For the First Time,The Script,"celtic rock,pop"
Flaunt it,TV Rock feat. Seany B,
Paparazzi,Lady Gaga,"art pop,dance pop,pop"
lie to me,"Tate McRae, Ali Gatie","alt z,pop,canadian hip hop"
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,"hollywood,movie tunes,show tunes"
Eagle Rock - 2011 Remaster,Daddy Cool,australian rock
Unorthodox - Radio Edit,"Wretch 32, Example","grime,uk hip hop,hip house,uk dance"
Rain,The Script,"celtic rock,pop"
Can't Take My Eyes Off of You - (I Love You Baby),Ms. Lauryn Hill,"alternative r&b,conscious hip hop,hip hop,neo soul,new jersey rap,r&b,soul"
Rich Girl,Selwyn,
Beautiful Day,U2,"irish rock,permanent wave,rock"
Hold My Girl,George Ezra,"folk-pop,neo-singer-songwriter"
Hey Sexy Lady,"Shaggy, Brian & Tony Gold","dance pop,pop rap,reggae fusion"
Too Young to Be Married - 1999 Remaster,The Hollies,"album rock,british invasion,classic rock,folk rock,mellow gold,merseybeat,soft rock"
Don't You Want Me - Edit,Felix,"hardcore techno,hip house,rave"
Whatever You Like,T.I.,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap"
HEAT,"Paul Woolford, Amber Mark","house,uk dance,uk house,alternative r&b,indie soul,nyc pop"
Breakin' In A Brand New Broken Heart,Connie Francis,"adult standards,brill building pop,easy listening,rock-and-roll,rockabilly"
Jackson’s Last Stand - Radio Edit,Ou Est Le Swimming Pool,"australian dance,neo-synthpop"
Do It Now - Radio Edit,Mashd N Kutcher,
Right in the Night (feat. Plavka) - Fall in Love with Music,"Jam & Spoon, Plavka","bubble trance,frankfurt electronic,german techno,german trance,trance"
All I Have (feat. LL Cool J),"Jennifer Lopez, LL COOL J","dance pop,pop,urban contemporary,east coast hip hop,golden age hip hop,hip hop,old school hip hop,queens hip hop,rap"
Power of a Woman,Eternal,"europop,girl group,new wave pop"
Jump,Kris Kross,"gangster rap,hardcore hip hop,hip hop,hip pop,old school atlanta hip hop"
Faded,Alan Walker,electro house
Poison & Wine,The Civil Wars,"acoustic pop,indie folk,neo mellow,new americana,stomp and holler"
The Old Man Down The Road,John Fogerty,"album rock,blues rock,classic rock,country rock,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock,southern rock,swamp rock"
Whole Again,Atomic Kitten,"candy pop,dance pop,europop,girl group"
Fortune Teller - Mono,The Rolling Stones,"album rock,british invasion,classic rock,rock"
You Don't Scare Me,Josh Pyke,"australian alternative rock,australian indie,australian singer-songwriter"
Hopelessly Devoted To You - From “Grease” Soundtrack,Olivia Newton-John,"adult standards,australian dance,disco,mellow gold,soft rock"
Too Fake,Hockey,portland indie
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,"pop,singer-songwriter pop,uk pop"
I Will Always Love You,Whitney Houston,dance pop
Kiss You,One Direction,"boy band,pop,post-teen pop,talent show"
Pump It,Black Eyed Peas,"dance pop,pop,pop rap"
The Distance,CAKE,"alternative rock,pop rock,post-grunge,sacramento indie"
Jar of Hearts,Christina Perri,pop
What You've Done to Me,Samantha Jade,"australian pop,australian talent show"
Hazard,Richard Marx,"new wave pop,soft rock"
(If You're Not In It For Love) I'm Outta Here!,Shania Twain,"canadian country,canadian pop,contemporary country,country,country dawn"
Gold Digger,"Kanye West, Jamie Foxx","chicago rap,hip hop,rap,contemporary r&b,hip pop,r&b,southern hip hop,trap,urban contemporary"
Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Mary Lambert","pop rap,seattle hip hop,neo mellow"
Break Me Shake Me,Savage Garden,"boy band,dance pop,pop rock"
On the Rebound,Floyd Cramer,"easy listening,honky-tonk piano,nashville sound"
Reuben James,Kenny Rogers & The First Edition,psychedelic rock
Lost In Love,Air Supply,soft rock
Fly Away,Lenny Kravitz,"permanent wave,rock"
Blowin' in the Wind,"Peter\, Paul and Mary","american folk revival,folk,folk rock,mellow gold,singer-songwriter,soft rock"
I Ran (So Far Away),A Flock Of Seagulls,"new romantic,new wave,new wave pop,synthpop"
Single Ladies (Put a Ring on It),Beyoncé,"pop,r&b"
Four And Twenty Hours,Nana Mouskouri,
New Divide,Linkin Park,"alternative metal,nu metal,post-grunge,rap metal,rock"
You're My World (Il Mio Mondo) - Mono,Cilla Black,"brill building pop,merseybeat,rock-and-roll"
Little Talks,Of Monsters and Men,"folk-pop,metropopolis,modern rock,stomp and holler"
Boys Like You,"360, Gossling","australian hip hop,australian indie,australian pop"
You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John","hollywood,adult standards,australian dance,disco,mellow gold,soft rock"
Starstruck (with Kylie Minogue),"Years & Years, Kylie Minogue","gauze pop,pop,uk pop,australian dance,australian pop,dance pop,eurodance,new wave pop"
"Hey Baby (Uhh, ahh)","Anton, DJ Ötzi","classic schlager,oktoberfest,schlager"
Picture Of You,Boyzone,boy band
I Like It,"Enrique Iglesias feat. Pitbull, Jason Nevins",
Home - feat. Michael Bublé,"Blake Shelton, Michael Bublé","classic oklahoma country,contemporary country,country,country road,adult standards,canadian pop,jazz pop,lounge"
Two of Us,Louis Tomlinson,pop
Radio Ga Ga - Remastered 2011,Queen,"classic rock,glam rock,rock"
Be Kind (with Halsey),"Marshmello, Halsey","brostep,edm,pop,progressive electro house,electropop,etherpop,indie poptimism,pop"
Some Girls,Racey,"australian rock,glam rock"
Time After Time,Cyndi Lauper,"dance pop,new wave pop,permanent wave,soft rock"
Zombie,The Cranberries,"irish rock,pop rock,rock"
Looking Through the Eyes of a Beautiful Girl,Autumn,
Hangin' Tough,New Kids On The Block,boy band
Turn A Blind Eye,Hunters & Collectors,australian rock
Yummy,Justin Bieber,"canadian pop,pop"
Don't Stand So Close To Me,The Police,"album rock,classic rock,permanent wave,rock"
Boys In Town,Divinyls,"australian rock,new wave pop"
Raindrops,Dee Clark,"chicago soul,doo-wop,rhythm and blues"
Shadow of the Day,Linkin Park,"alternative metal,nu metal,post-grunge,rap metal,rock"
Love Lies (with Normani),"Khalid, Normani","pop,pop r&b,pop,r&b"
And When I Die,"Blood\, Sweat & Tears","album rock,blues rock,classic rock,country rock,folk,folk rock,heartland rock,jazz rock,mellow gold,singer-songwriter,soft rock"
Cry for You,September,"swedish electropop,swedish pop"
Under The Water,Merril Bainbridge,
Superstar,Dami Im,"australian pop,australian talent show,talent show"
Beverly Hills,Weezer,"alternative rock,modern power pop,modern rock,permanent wave,rock"
Seven Nation Army,The White Stripes,"alternative rock,blues rock,detroit rock,garage rock,modern blues rock,permanent wave,punk blues,rock"
3AM Eternal - Live at the S.S.L.,The KLF,"acid house,ambient house,big beat,hip house"
New Americana,Halsey,"electropop,etherpop,indie poptimism,pop"
These Days - Two Hands Version,Powderfinger,"australian alternative rock,australian rock"
